label,tweet,cleaning,normalisasi,tokenisasi,stopword_removal
love,"kamu lewat sedetik aja fokus aku langsung hilang, bikin sakit perut, kepala pusing juga. inituh gejala jatuh cinta",kamu lewat sedetik aja fokus aku langsung hilang bikin sakit perut kepala pusing juga inituh gejala jatuh cinta,kamu lewat sedetik saja fokus aku langsung hilang bikin sakit perut kepala pusing juga inituh gejala jatuh cinta,"['kamu', 'lewat', 'sedetik', 'saja', 'fokus', 'aku', 'langsung', 'hilang', 'bikin', 'sakit', 'perut', 'kepala', 'pusing', 'juga', 'inituh', 'gejala', 'jatuh', 'cinta']",sedetik fokus langsung hilang bikin sakit perut kepala pusing inituh gejala jatuh cinta
sadness,inayah_k iyaiya ' sudah tidak-usah sedih gitu,inayahk iyaiya sudah tidakusah sedih gitu,inayahk iyaiya sudah tidakusah sedih begitu,"['inayahk', 'iyaiya', 'sudah', 'tidakusah', 'sedih', 'begitu']",inayahk iyaiya tidakusah sedih
happy,"Bagus banget woy lagunya!!! Apalagi pas nonton livenya ditambah fanchantnya. Merinding gila. Pokoknya album ini memanjakan telinga banget, bakal disayang-sayang deh kalau dapet albumnya",bagus banget woy lagunya apalagi pas nonton livenya ditambah fanchantnya merinding gila pokoknya album ini memanjakan telinga banget bakal disayangsayang deh kalau dapet albumnya,bagus banget woy lagunya apalagi pas menonton livenya ditambah fanchantnya merinding gila pokoknya album ini memanjakan telinga banget bakal disayangsayang deh kalau dapat albumnya,"['bagus', 'banget', 'woy', 'lagunya', 'apalagi', 'pas', 'menonton', 'livenya', 'ditambah', 'fanchantnya', 'merinding', 'gila', 'pokoknya', 'album', 'ini', 'memanjakan', 'telinga', 'banget', 'bakal', 'disayangsayang', 'deh', 'kalau', 'dapat', 'albumnya']",bagus banget woy lagunya pas menonton livenya ditambah fanchantnya merinding gila pokoknya album memanjakan telinga banget disayangsayang albumnya
fear,"jadi inget dulu pernah lg naik mobil mama yg nyetir, gue duduk di sampingnya. terus lewat jalan kecil gitu kan, sempit ya terus gue buka kaca gitu soalnya di kiri ada mas2 lagi berdiri. namanya jalan kecil ya gua takut dia keserempet dong",jadi inget dulu pernah lg naik mobil mama yg nyetir gue duduk di sampingnya terus lewat jalan kecil gitu kan sempit ya terus gue buka kaca gitu soalnya di kiri ada mas lagi berdiri namanya jalan kecil ya gua takut dia keserempet dong,jadi ingat dulu pernah lagi naik mobil mama yang nyetir gue duduk di sampingnya terus lewat jalan kecil begitu kan sempit ya terus gue buka kaca begitu soalnya di kiri ada mas lagi berdiri namanya jalan kecil ya gua takut dia keserempet dong,"['jadi', 'ingat', 'dulu', 'pernah', 'lagi', 'naik', 'mobil', 'mama', 'yang', 'nyetir', 'gue', 'duduk', 'di', 'sampingnya', 'terus', 'lewat', 'jalan', 'kecil', 'begitu', 'kan', 'sempit', 'ya', 'terus', 'gue', 'buka', 'kaca', 'begitu', 'soalnya', 'di', 'kiri', 'ada', 'mas', 'lagi', 'berdiri', 'namanya', 'jalan', 'kecil', 'ya', 'gua', 'takut', 'dia', 'keserempet', 'dong']",mobil mama nyetir duduk sampingnya jalan sempit ya buka kaca kiri mas berdiri namanya jalan ya takut keserempet
love,Bagiku cinta adalah soal hati yang nyaman dan tenang dimana anda merasakan kenyamanan dan ketenangan berarti anda dalam lingkungan kasih dan sayang. #cinta #kasih #sayang,bagiku cinta adalah soal hati yang nyaman dan tenang dimana anda merasakan kenyamanan dan ketenangan berarti anda dalam lingkungan kasih dan sayang cinta kasih sayang,bagiku cinta adalah soal hati yang nyaman dan tenang dimana anda merasakan kenyamanan dan ketenangan berarti anda dalam lingkungan kasih dan sayang cinta kasih sayang,"['bagiku', 'cinta', 'adalah', 'soal', 'hati', 'yang', 'nyaman', 'dan', 'tenang', 'dimana', 'anda', 'merasakan', 'kenyamanan', 'dan', 'ketenangan', 'berarti', 'anda', 'dalam', 'lingkungan', 'kasih', 'dan', 'sayang', 'cinta', 'kasih', 'sayang']",bagiku cinta hati nyaman tenang dimana merasakan kenyamanan ketenangan lingkungan kasih sayang cinta kasih sayang
fear,"Semoga nggak nongol ybs, serem aing bisa salah tag",semoga nggak nongol ybs serem aing bisa salah tag,semoga tidak nongol ybs seram aing bisa salah tag,"['semoga', 'tidak', 'nongol', 'ybs', 'seram', 'aing', 'bisa', 'salah', 'tag']",semoga nongol ybs seram aing salah tag
sadness,gerah perjalanan jauh,gerah perjalanan jauh,gerah perjalanan jauh,"['gerah', 'perjalanan', 'jauh']",gerah perjalanan
happy,"Sebuah Keindahan Diatas keindahan, Apabila Aku Bisa Menikmati Puncak Itu bersamamu.. auftttt",sebuah keindahan diatas keindahan apabila aku bisa menikmati puncak itu bersamamu auftttt,sebuah keindahan diatas keindahan apabila aku bisa menikmati puncak itu bersamamu auftttt,"['sebuah', 'keindahan', 'diatas', 'keindahan', 'apabila', 'aku', 'bisa', 'menikmati', 'puncak', 'itu', 'bersamamu', 'auftttt']",keindahan diatas keindahan menikmati puncak bersamamu auftttt
happy,"See you again, when I see you, Jogja. Ini beberapa partner yang menyukseskan liburan kemarin. Siapa tau ada yang butuh untuk membantu liburan di Jogja. Hotel: 5-6 Juli",see you again when i see you jogja ini beberapa partner yang menyukseskan liburan kemarin siapa tau ada yang butuh untuk membantu liburan di jogja hotel juli,sih you again when i sih you jogja ini beberapa partner yang menyukseskan liburan kemarin siapa tau ada yang butuh untuk membantu liburan di jogja hotel juli,"['sih', 'you', 'again', 'when', 'i', 'sih', 'you', 'jogja', 'ini', 'beberapa', 'partner', 'yang', 'menyukseskan', 'liburan', 'kemarin', 'siapa', 'tau', 'ada', 'yang', 'butuh', 'untuk', 'membantu', 'liburan', 'di', 'jogja', 'hotel', 'juli']",you again when i you jogja partner menyukseskan liburan kemarin tau butuh membantu liburan jogja hotel juli
happy,"Inget ga??, Kita lagi nonton sambil gayem tempe mendoan, persis di depan kita ada yang joget2 asik banget kaya boneka mampang!!",inget ga kita lagi nonton sambil gayem tempe mendoan persis di depan kita ada yang joget asik banget kaya boneka mampang,ingat tidak kita lagi menonton sambil gayem tempe mendoan persis di depan kita ada yang joget asik banget kayak boneka mampang,"['ingat', 'tidak', 'kita', 'lagi', 'menonton', 'sambil', 'gayem', 'tempe', 'mendoan', 'persis', 'di', 'depan', 'kita', 'ada', 'yang', 'joget', 'asik', 'banget', 'kayak', 'boneka', 'mampang']",menonton gayem tempe mendoan persis joget asik banget kayak boneka mampang
love,"aku baru merasakan apa itu jatuh cinta, aku tidak bisa menghentikannya aku tidak bisa menghentikan diriku yang selalu ingin dekat dengan mu",aku baru merasakan apa itu jatuh cinta aku tidak bisa menghentikannya aku tidak bisa menghentikan diriku yang selalu ingin dekat dengan mu,aku baru merasakan apa itu jatuh cinta aku tidak bisa menghentikannya aku tidak bisa menghentikan diriku yang selalu ingin dekat dengan mu,"['aku', 'baru', 'merasakan', 'apa', 'itu', 'jatuh', 'cinta', 'aku', 'tidak', 'bisa', 'menghentikannya', 'aku', 'tidak', 'bisa', 'menghentikan', 'diriku', 'yang', 'selalu', 'ingin', 'dekat', 'dengan', 'mu']",merasakan jatuh cinta menghentikannya menghentikan diriku mu
love,Hal yg paling mengejutkan saat kamu cukup dalam merenungkan hal ini adalah kamu akan tersadar bahwa cinta tanpa ekspektasi sebenarnya adalah bentuk cinta dengan tingkatan paling tinggi. Mengapa? Krena cinta tanpa ekspektasi adalah bentuk KEPASRAHAN TOTAL kepada ILAHI.,hal yg paling mengejutkan saat kamu cukup dalam merenungkan hal ini adalah kamu akan tersadar bahwa cinta tanpa ekspektasi sebenarnya adalah bentuk cinta dengan tingkatan paling tinggi mengapa krena cinta tanpa ekspektasi adalah bentuk kepasrahan total kepada ilahi,hal yang paling mengejutkan saat kamu cukup dalam merenungkan hal ini adalah kamu akan tersadar bahwa cinta tanpa ekspektasi sebenarnya adalah bentuk cinta dengan tingkatan paling tinggi mengapa karena cinta tanpa ekspektasi adalah bentuk kepasrahan total kepada ilahi,"['hal', 'yang', 'paling', 'mengejutkan', 'saat', 'kamu', 'cukup', 'dalam', 'merenungkan', 'hal', 'ini', 'adalah', 'kamu', 'akan', 'tersadar', 'bahwa', 'cinta', 'tanpa', 'ekspektasi', 'sebenarnya', 'adalah', 'bentuk', 'cinta', 'dengan', 'tingkatan', 'paling', 'tinggi', 'mengapa', 'karena', 'cinta', 'tanpa', 'ekspektasi', 'adalah', 'bentuk', 'kepasrahan', 'total', 'kepada', 'ilahi']",mengejutkan merenungkan tersadar cinta ekspektasi bentuk cinta tingkatan cinta ekspektasi bentuk kepasrahan total ilahi
love,"[USERNAME] Semakin dewasa seseorang semakin menyadari kalo cinta bukan hanya sekedar jalan jalan ke smb tiap malam minggu, ada banyak yang harus dipersiapkan kedepannya, itu jika ingin menjadi ""teman hidup"".",username semakin dewasa seseorang semakin menyadari kalo cinta bukan hanya sekedar jalan jalan ke smb tiap malam minggu ada banyak yang harus dipersiapkan kedepannya itu jika ingin menjadi teman hidup,username semakin dewasa seseorang semakin menyadari kalau cinta bukan hanya sekedar jalan jalan ke smb tiap malam minggu ada banyak yang harus dipersiapkan kedepannya itu jika ingin menjadi teman hidup,"['username', 'semakin', 'dewasa', 'seseorang', 'semakin', 'menyadari', 'kalau', 'cinta', 'bukan', 'hanya', 'sekedar', 'jalan', 'jalan', 'ke', 'smb', 'tiap', 'malam', 'minggu', 'ada', 'banyak', 'yang', 'harus', 'dipersiapkan', 'kedepannya', 'itu', 'jika', 'ingin', 'menjadi', 'teman', 'hidup']",dewasa menyadari cinta sekedar jalan jalan smb malam minggu dipersiapkan kedepannya teman hidup
sadness,Ini Juni Dimana gugur daun bidara melunglai.. Meresapkan sepi Hanya sesak rindu menggebu Disemua lembar lembar kekaguman Aku pada mu Sudah Lelah kah kau menatap? Sementara langit masih menyimpan cahaya.. Biarkan malam memeluk gelap Pagi memuja sunyi Dan Aku mencinta engkau,ini juni dimana gugur daun bidara melunglai meresapkan sepi hanya sesak rindu menggebu disemua lembar lembar kekaguman aku pada mu sudah lelah kah kau menatap sementara langit masih menyimpan cahaya biarkan malam memeluk gelap pagi memuja sunyi dan aku mencinta engkau,ini juni dimana gugur daun bidara melunglai meresapkan sepi hanya sesak rindu menggebu disemua lembar lembar kekaguman aku pada mu sudah lelah kah kau menatap sementara langit masih menyimpan cahaya biarkan malam memeluk gelap pagi memuja sunyi dan aku mencinta engkau,"['ini', 'juni', 'dimana', 'gugur', 'daun', 'bidara', 'melunglai', 'meresapkan', 'sepi', 'hanya', 'sesak', 'rindu', 'menggebu', 'disemua', 'lembar', 'lembar', 'kekaguman', 'aku', 'pada', 'mu', 'sudah', 'lelah', 'kah', 'kau', 'menatap', 'sementara', 'langit', 'masih', 'menyimpan', 'cahaya', 'biarkan', 'malam', 'memeluk', 'gelap', 'pagi', 'memuja', 'sunyi', 'dan', 'aku', 'mencinta', 'engkau']",juni dimana gugur daun bidara melunglai meresapkan sepi sesak rindu menggebu disemua lembar lembar kekaguman mu lelah kah menatap langit menyimpan cahaya biarkan malam memeluk gelap pagi memuja sunyi mencinta engkau
anger,"[USERNAME] [USERNAME] Sama kasusnya, jawaban copy paste tanggapan 1 terus tanggapan ke 2..boleh gk kita pelanggan "" maaf estimasi pembayaran kapan, kalau jaringan bolt sudah bener "" hahahaha yuk ah",username username sama kasusnya jawaban copy paste tanggapan terus tanggapan ke boleh gk kita pelanggan maaf estimasi pembayaran kapan kalau jaringan bolt sudah bener hahahaha yuk ah,username username sama kasusnya jawaban copy paste tanggapan terus tanggapan ke boleh tidak kita pelanggan maaf estimasi pembayaran kapan kalau jaringan bolt sudah benar hahahaha yuk ah,"['username', 'username', 'sama', 'kasusnya', 'jawaban', 'copy', 'paste', 'tanggapan', 'terus', 'tanggapan', 'ke', 'boleh', 'tidak', 'kita', 'pelanggan', 'maaf', 'estimasi', 'pembayaran', 'kapan', 'kalau', 'jaringan', 'bolt', 'sudah', 'benar', 'hahahaha', 'yuk', 'ah']",kasusnya copy paste tanggapan tanggapan pelanggan maaf estimasi pembayaran jaringan bolt hahahaha yuk ah
anger,"[USERNAME] mau nanya nih maaf kenapa ya nomor telkomsel saya ""Panggilan Darurat Saja"" ga ada jaringan mulu padahal telkomsel punya tmn mh ada jaringan nya. Udah di coba ganti pke kartu yg lain mah ada jaringan giliran pake kartu telkomsel saya yg ujungn",username mau nanya nih maaf kenapa ya nomor telkomsel saya panggilan darurat saja ga ada jaringan mulu padahal telkomsel punya tmn mh ada jaringan nya udah di coba ganti pke kartu yg lain mah ada jaringan giliran pake kartu telkomsel saya yg ujungn,username mau bertanya nih maaf kenapa ya nomor telkomsel saya panggilan darurat saja tidak ada jaringan mulu padahal telkomsel punya teman mah ada jaringan ya sudah di coba ganti pakai kartu yang lain mah ada jaringan giliran pakai kartu telkomsel saya yang ujungn,"['username', 'mau', 'bertanya', 'nih', 'maaf', 'kenapa', 'ya', 'nomor', 'telkomsel', 'saya', 'panggilan', 'darurat', 'saja', 'tidak', 'ada', 'jaringan', 'mulu', 'padahal', 'telkomsel', 'punya', 'teman', 'mah', 'ada', 'jaringan', 'ya', 'sudah', 'di', 'coba', 'ganti', 'pakai', 'kartu', 'yang', 'lain', 'mah', 'ada', 'jaringan', 'giliran', 'pakai', 'kartu', 'telkomsel', 'saya', 'yang', 'ujungn']",maaf ya nomor telkomsel panggilan darurat jaringan mulu telkomsel teman mah jaringan ya coba ganti pakai kartu mah jaringan giliran pakai kartu telkomsel ujungn
love,"Salah satu sahabat terbaik! Teman, kakak, inspirasi untuk selalu berbuat baik dan melihat dengan prasangka baik serta selalu berbagi. Love you mabes",salah satu sahabat terbaik teman kakak inspirasi untuk selalu berbuat baik dan melihat dengan prasangka baik serta selalu berbagi love you mabes,salah satu sahabat terbaik teman kakak inspirasi untuk selalu berbuat baik dan melihat dengan prasangka baik serta selalu berbagi love you mabes,"['salah', 'satu', 'sahabat', 'terbaik', 'teman', 'kakak', 'inspirasi', 'untuk', 'selalu', 'berbuat', 'baik', 'dan', 'melihat', 'dengan', 'prasangka', 'baik', 'serta', 'selalu', 'berbagi', 'love', 'you', 'mabes']",salah sahabat terbaik teman kakak inspirasi berbuat prasangka berbagi love you mabes
fear,Ini udah hampir akhir semester satu kalo gasalah. Disini temen temen deket gua gaada satu pun yang gua kasih tau. Gua bener bener mendem itu semua sendiri karena takut bakal kesebar.,ini udah hampir akhir semester satu kalo gasalah disini temen temen deket gua gaada satu pun yang gua kasih tau gua bener bener mendem itu semua sendiri karena takut bakal kesebar,ini sudah hampir akhir semester satu kalau disini teman teman dekat gua satu pun yang gua kasih tau gua benar benar mendem itu semua sendiri karena takut bakal kesebar,"['ini', 'sudah', 'hampir', 'akhir', 'semester', 'satu', 'kalau', 'disini', 'teman', 'teman', 'dekat', 'gua', 'satu', 'pun', 'yang', 'gua', 'kasih', 'tau', 'gua', 'benar', 'benar', 'mendem', 'itu', 'semua', 'sendiri', 'karena', 'takut', 'bakal', 'kesebar']",semester teman teman kasih tau mendem takut kesebar
happy,"TGB PILIHAN UMMAT Ummat Islam dari pelbagai penjuru negeri: Aceh, Padang, Riau, Lampung, Palembang, Kaltim, Sulsel, Papua, DKI, Jabar, Jateng, Jogja, Jatim, Bali, NTB, NTB semua menyatakan dukungannya kpd TGB. Karena mereka merindukan pemimoin yg amanah",tgb pilihan ummat ummat islam dari pelbagai penjuru negeri aceh padang riau lampung palembang kaltim sulsel papua dki jabar jateng jogja jatim bali ntb ntb semua menyatakan dukungannya kpd tgb karena mereka merindukan pemimoin yg amanah,tgb pilihan ummat ummat islam dari pelbagai penjuru negeri aceh padang riau lampung palembang kaltim sulsel papua dki jabar jateng jogja jatim bali ntb ntb semua menyatakan dukungannya kepada tgb karena mereka merindukan pemimoin yang amanah,"['tgb', 'pilihan', 'ummat', 'ummat', 'islam', 'dari', 'pelbagai', 'penjuru', 'negeri', 'aceh', 'padang', 'riau', 'lampung', 'palembang', 'kaltim', 'sulsel', 'papua', 'dki', 'jabar', 'jateng', 'jogja', 'jatim', 'bali', 'ntb', 'ntb', 'semua', 'menyatakan', 'dukungannya', 'kepada', 'tgb', 'karena', 'mereka', 'merindukan', 'pemimoin', 'yang', 'amanah']",tgb pilihan ummat ummat islam pelbagai penjuru negeri aceh padang riau lampung palembang kaltim sulsel papua dki jabar jateng jogja jatim bali ntb ntb dukungannya tgb merindukan pemimoin amanah
fear,"[USERNAME] [USERNAME] Kok serem... Seriusan itu? Btw ini udah lama. Pas SMA sekitar 3 tahun yg lalu, badan makin cungkring emang :"") makan byk ga ngaruh - sender",username username kok serem seriusan itu btw ini udah lama pas sma sekitar tahun yg lalu badan makin cungkring emang makan byk ga ngaruh sender,username username kok seram seriusan itu btw ini sudah lama pas sama sekitar tahun yang lalu badan makin cungkring memang makan banyak tidak ngaruh sender,"['username', 'username', 'kok', 'seram', 'seriusan', 'itu', 'btw', 'ini', 'sudah', 'lama', 'pas', 'sama', 'sekitar', 'tahun', 'yang', 'lalu', 'badan', 'makin', 'cungkring', 'memang', 'makan', 'banyak', 'tidak', 'ngaruh', 'sender']",seram seriusan btw pas badan cungkring makan ngaruh sender
happy,Sejarah Indonesia mengajarkan bahwa ajaran Islam masuk ke Indonesia dengan cara damai. Nilai mengenai perdamaian inilah yang sampai saat ini terus dipegang oleh umat Islam Indonesia.#Jokowi2Periode,sejarah indonesia mengajarkan bahwa ajaran islam masuk ke indonesia dengan cara damai nilai mengenai perdamaian inilah yang sampai saat ini terus dipegang oleh umat islam indonesiajokowiperiode,sejarah indonesia mengajarkan bahwa ajaran islam masuk ke indonesia dengan cara damai nilai mengenai perdamaian inilah yang sampai saat ini terus dipegang oleh umat islam indonesiajokowiperiode,"['sejarah', 'indonesia', 'mengajarkan', 'bahwa', 'ajaran', 'islam', 'masuk', 'ke', 'indonesia', 'dengan', 'cara', 'damai', 'nilai', 'mengenai', 'perdamaian', 'inilah', 'yang', 'sampai', 'saat', 'ini', 'terus', 'dipegang', 'oleh', 'umat', 'islam', 'indonesiajokowiperiode']",sejarah indonesia mengajarkan ajaran islam masuk indonesia damai nilai perdamaian dipegang umat islam indonesiajokowiperiode
fear,"[USERNAME] takut banget,takut d bawa kabur soalx dulu pernah pengalaman dibawa kabur keluar kota untung ada bang ojek yg bisa bawa daku kabur waktu mereka pikir aq g bakalan lari hmmmm mereka g tau aq pux duit 30 ebong buat ngibrit",username takut bangettakut d bawa kabur soalx dulu pernah pengalaman dibawa kabur keluar kota untung ada bang ojek yg bisa bawa daku kabur waktu mereka pikir aq g bakalan lari hmmmm mereka g tau aq pux duit ebong buat ngibrit,username takut bangettakut di bawa kabur soalnya dulu pernah pengalaman dibawa kabur keluar kota untung ada abang ojek yang bisa bawa daku kabur waktu mereka pikir aku tidak bakalan lari hmmmm mereka tidak tau aku pux duit ebong buat ngibrit,"['username', 'takut', 'bangettakut', 'di', 'bawa', 'kabur', 'soalnya', 'dulu', 'pernah', 'pengalaman', 'dibawa', 'kabur', 'keluar', 'kota', 'untung', 'ada', 'abang', 'ojek', 'yang', 'bisa', 'bawa', 'daku', 'kabur', 'waktu', 'mereka', 'pikir', 'aku', 'tidak', 'bakalan', 'lari', 'hmmmm', 'mereka', 'tidak', 'tau', 'aku', 'pux', 'duit', 'ebong', 'buat', 'ngibrit']",takut bangettakut bawa kabur pengalaman dibawa kabur kota untung abang ojek bawa daku kabur pikir lari hmmmm tau pux duit ebong ngibrit
love,"Bangsa yang besar adalah bangsa yang cinta sesama. Seorang muslim yang paling dicintai adalah mereka yang peduli terhadap saudara-saudaranya, dimana pun mereka berada. Bukan hanya di Indonesia, mereka juga ada di Paletina, Suriah, Rohingya, dan lainnya. #LestACTIndonesia [URL]",bangsa yang besar adalah bangsa yang cinta sesama seorang muslim yang paling dicintai adalah mereka yang peduli terhadap saudarasaudaranya dimana pun mereka berada bukan hanya di indonesia mereka juga ada di paletina suriah rohingya dan lainnya lestactindonesia url,bangsa yang besar adalah bangsa yang cinta sesama seorang muslim yang paling dicintai adalah mereka yang peduli terhadap saudarasaudaranya dimana pun mereka berada bukan hanya di indonesia mereka juga ada di paletina suriah rohingya dan lainnya lestactindonesia url,"['bangsa', 'yang', 'besar', 'adalah', 'bangsa', 'yang', 'cinta', 'sesama', 'seorang', 'muslim', 'yang', 'paling', 'dicintai', 'adalah', 'mereka', 'yang', 'peduli', 'terhadap', 'saudarasaudaranya', 'dimana', 'pun', 'mereka', 'berada', 'bukan', 'hanya', 'di', 'indonesia', 'mereka', 'juga', 'ada', 'di', 'paletina', 'suriah', 'rohingya', 'dan', 'lainnya', 'lestactindonesia', 'url']",bangsa bangsa cinta muslim dicintai peduli saudarasaudaranya dimana indonesia paletina suriah rohingya lestactindonesia
love,Enggak pernah sama sekali membatasi dia buat chatan or main sama siapa aja terserah dia. Karna..... Semakin kita larang semakin kesempatan orang buat bohongin kita tuh gede. Jadi terserah lah yah ensenang aja menjalani hubungan iniw,enggak pernah sama sekali membatasi dia buat chatan or main sama siapa aja terserah dia karna semakin kita larang semakin kesempatan orang buat bohongin kita tuh gede jadi terserah lah yah ensenang aja menjalani hubungan iniw,enggak pernah sama sekali membatasi dia buat chatan orang main sama siapa saja terserah dia karena semakin kita larang semakin kesempatan orang buat bohongin kita tuh gede jadi terserah lah ya ensenang saja menjalani hubungan ini,"['enggak', 'pernah', 'sama', 'sekali', 'membatasi', 'dia', 'buat', 'chatan', 'orang', 'main', 'sama', 'siapa', 'saja', 'terserah', 'dia', 'karena', 'semakin', 'kita', 'larang', 'semakin', 'kesempatan', 'orang', 'buat', 'bohongin', 'kita', 'tuh', 'gede', 'jadi', 'terserah', 'lah', 'ya', 'ensenang', 'saja', 'menjalani', 'hubungan', 'ini']",membatasi chatan orang main terserah larang kesempatan orang bohongin gede terserah ya ensenang menjalani hubungan
happy,Terimakasih Bapak Ibu dari dinas perindustrian & pengusaha spa kalimantan selatan sudah berkunjung ke #putrikedatonspa Semoga dilain kesempatan bisa berkunjung kembali,terimakasih bapak ibu dari dinas perindustrian pengusaha spa kalimantan selatan sudah berkunjung ke putrikedatonspa semoga dilain kesempatan bisa berkunjung kembali,terimakasih bapak ibu dari dinas perindustrian pengusaha spa kalimantan selatan sudah berkunjung ke putrikedatonspa semoga dilain kesempatan bisa berkunjung kembali,"['terimakasih', 'bapak', 'ibu', 'dari', 'dinas', 'perindustrian', 'pengusaha', 'spa', 'kalimantan', 'selatan', 'sudah', 'berkunjung', 'ke', 'putrikedatonspa', 'semoga', 'dilain', 'kesempatan', 'bisa', 'berkunjung', 'kembali']",terimakasih dinas perindustrian pengusaha spa kalimantan selatan berkunjung putrikedatonspa semoga dilain kesempatan berkunjung
anger,"[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] .... Hai mbak mulut bau, dikantorku ada Office boy bahasa Inggrisnya Mantapp banget... Terus kenapa rupanya....??? Yg diperlukan adalah inovasi dan kemampuan bekerja bkn bahasa... !!!",username username username username username hai mbak mulut bau dikantorku ada office boy bahasa inggrisnya mantapp banget terus kenapa rupanya yg diperlukan adalah inovasi dan kemampuan bekerja bkn bahasa,username username username username username hai mbak mulut bau dikantorku ada office boy bahasa inggrisnya mantap banget terus kenapa rupanya yang diperlukan adalah inovasi dan kemampuan bekerja bukan bahasa,"['username', 'username', 'username', 'username', 'username', 'hai', 'mbak', 'mulut', 'bau', 'dikantorku', 'ada', 'office', 'boy', 'bahasa', 'inggrisnya', 'mantap', 'banget', 'terus', 'kenapa', 'rupanya', 'yang', 'diperlukan', 'adalah', 'inovasi', 'dan', 'kemampuan', 'bekerja', 'bukan', 'bahasa']",hai mbak mulut bau dikantorku office boy bahasa inggrisnya mantap banget inovasi kemampuan bahasa
fear,"#ct caratss, aku takut deh gaada temen pas masuk kuliah, soalnya tadi pas aku wawancara kayak yg lain itu udah sama temennya, aku coba nanya dan ngobrol tapi mereka nya gitu Aku harus gimana dong carats?:(",ct caratss aku takut deh gaada temen pas masuk kuliah soalnya tadi pas aku wawancara kayak yg lain itu udah sama temennya aku coba nanya dan ngobrol tapi mereka nya gitu aku harus gimana dong carats,ct caratss aku takut deh teman pas masuk kuliah soalnya tadi pas aku wawancara kayak yang lain itu sudah sama temannya aku coba bertanya dan mengobrol tapi mereka ya begitu aku harus bagaimana dong carats,"['ct', 'caratss', 'aku', 'takut', 'deh', 'teman', 'pas', 'masuk', 'kuliah', 'soalnya', 'tadi', 'pas', 'aku', 'wawancara', 'kayak', 'yang', 'lain', 'itu', 'sudah', 'sama', 'temannya', 'aku', 'coba', 'bertanya', 'dan', 'mengobrol', 'tapi', 'mereka', 'ya', 'begitu', 'aku', 'harus', 'bagaimana', 'dong', 'carats']",ct caratss takut teman pas masuk kuliah pas wawancara kayak temannya coba mengobrol ya carats
sadness,"Sebagai manusia aku bisa saja salah saat melihat manusia lain. Aku cuma sedang melihat diriku sendiri sebenernya. Jadi aku minta maaf ya shan, seperti yg biasa aku lakukan",sebagai manusia aku bisa saja salah saat melihat manusia lain aku cuma sedang melihat diriku sendiri sebenernya jadi aku minta maaf ya shan seperti yg biasa aku lakukan,sebagai manusia aku bisa saja salah saat melihat manusia lain aku cuma sedang melihat diriku sendiri sebenarnya jadi aku meminta maaf ya shan seperti yang biasa aku lakukan,"['sebagai', 'manusia', 'aku', 'bisa', 'saja', 'salah', 'saat', 'melihat', 'manusia', 'lain', 'aku', 'cuma', 'sedang', 'melihat', 'diriku', 'sendiri', 'sebenarnya', 'jadi', 'aku', 'meminta', 'maaf', 'ya', 'shan', 'seperti', 'yang', 'biasa', 'aku', 'lakukan']",manusia salah manusia diriku maaf ya shan lakukan
sadness,"Di malam ini, saat lagi terpojokkan memilih jalan. Dapet DM begini : kalo udah ada niat segera d laksanakan.. soale ntr d tunda sama dengan ga jdi wkwk biasane wkwk Lalu kutersedaq",di malam ini saat lagi terpojokkan memilih jalan dapet dm begini kalo udah ada niat segera d laksanakan soale ntr d tunda sama dengan ga jdi wkwk biasane wkwk lalu kutersedaq,di malam ini saat lagi terpojokkan memilih jalan dapat dm begini kalau sudah ada niat segera di laksanakan soale entar di tunda sama dengan tidak jadi wkwk biasane wkwk lalu kutersedaq,"['di', 'malam', 'ini', 'saat', 'lagi', 'terpojokkan', 'memilih', 'jalan', 'dapat', 'dm', 'begini', 'kalau', 'sudah', 'ada', 'niat', 'segera', 'di', 'laksanakan', 'soale', 'entar', 'di', 'tunda', 'sama', 'dengan', 'tidak', 'jadi', 'wkwk', 'biasane', 'wkwk', 'lalu', 'kutersedaq']",malam terpojokkan memilih jalan dm niat laksanakan soale entar tunda wkwk biasane wkwk kutersedaq
anger,Hanying bikin emosi aja nih pln. Udah 5 jam ga nyala-nyala,hanying bikin emosi aja nih pln udah jam ga nyalanyala,hanying bikin emosi saja nih pln sudah jam tidak nyalanyala,"['hanying', 'bikin', 'emosi', 'saja', 'nih', 'pln', 'sudah', 'jam', 'tidak', 'nyalanyala']",hanying bikin emosi pln jam nyalanyala
